Month	Port	yard_crane_unit	yard_crane_type	yard_crane_in_service
2020-07	Ashdod	A-06	ASC	0
2020-08	Ashdod	A-06	ASC	0
2020-09	Ashdod	A-06	ASC	0
2020-10	Ashdod	A-06	ASC	0
2020-11	Ashdod	A-06	ASC	0
2020-12	Ashdod	A-06	ASC	0
2021-01	Ashdod	A-06	ASC	0
2021-02	Ashdod	A-06	ASC	0
2021-03	Ashdod	A-06	ASC	0
2021-04	Ashdod	A-06	ASC	0
2021-05	Ashdod	A-06	ASC	0
2021-06	Ashdod	A-06	ASC	0
2021-07	Ashdod	A-06	ASC	0
2021-08	Ashdod	A-06	ASC	0
2021-09	Ashdod	A-06	ASC	0
2021-10	Ashdod	A-06	ASC	0
2021-11	Ashdod	A-06	ASC	1
2021-12	Ashdod	A-06	ASC	1
2022-01	Ashdod	A-06	ASC	1
2022-02	Ashdod	A-06	ASC	1
2022-03	Ashdod	A-06	ASC	1
2022-04	Ashdod	A-06	ASC	1
2022-05	Ashdod	A-06	ASC	1
2022-06	Ashdod	A-06	ASC	1
2022-07	Ashdod	A-06	ASC	1
2022-08	Ashdod	A-06	ASC	1
2022-09	Ashdod	A-06	ASC	1
2022-10	Ashdod	A-06	ASC	1
2022-11	Ashdod	A-06	ASC	1
2022-12	Ashdod	A-06	ASC	1
2023-01	Ashdod	A-06	ASC	1
2023-02	Ashdod	A-06	ASC	1
2023-03	Ashdod	A-06	ASC	1
2023-04	Ashdod	A-06	ASC	1
2023-05	Ashdod	A-06	ASC	1
2023-06	Ashdod	A-06	ASC	1
2023-07	Ashdod	A-06	ASC	1
2023-08	Ashdod	A-06	ASC	1
2023-09	Ashdod	A-06	ASC	1
2023-10	Ashdod	A-06	ASC	1
2023-11	Ashdod	A-06	ASC	1
2023-12	Ashdod	A-06	ASC	1
2024-01	Ashdod	A-06	ASC	1
2024-02	Ashdod	A-06	ASC	1
2024-03	Ashdod	A-06	ASC	1
2024-04	Ashdod	A-06	ASC	1
2024-05	Ashdod	A-06	ASC	1
2024-06	Ashdod	A-06	ASC	1
2024-07	Ashdod	A-06	ASC	1
2024-08	Ashdod	A-06	ASC	1
2024-09	Ashdod	A-06	ASC	1
2024-10	Ashdod	A-06	ASC	1
2024-11	Ashdod	A-06	ASC	1
2024-12	Ashdod	A-06	ASC	1
2018-01	Ashdod	A-07	ASC	0
2018-02	Ashdod	A-07	ASC	0
2018-03	Ashdod	A-07	ASC	0
2018-04	Ashdod	A-07	ASC	0
2018-05	Ashdod	A-07	ASC	0
2018-06	Ashdod	A-07	ASC	0
2018-07	Ashdod	A-07	ASC	0
2018-08	Ashdod	A-07	ASC	0
2018-09	Ashdod	A-07	ASC	0
2018-10	Ashdod	A-07	ASC	0
2018-11	Ashdod	A-07	ASC	0
2018-12	Ashdod	A-07	ASC	0
2019-01	Ashdod	A-07	ASC	0
2019-02	Ashdod	A-07	ASC	0
2019-03	Ashdod	A-07	ASC	0
2019-04	Ashdod	A-07	ASC	0
2019-05	Ashdod	A-07	ASC	0
2019-06	Ashdod	A-07	ASC	0
2019-07	Ashdod	A-07	ASC	0
2019-08	Ashdod	A-07	ASC	0
2019-09	Ashdod	A-07	ASC	0
2019-10	Ashdod	A-07	ASC	0
2019-11	Ashdod	A-07	ASC	0
2019-12	Ashdod	A-07	ASC	0
2020-01	Ashdod	A-07	ASC	0
2020-02	Ashdod	A-07	ASC	0
2020-03	Ashdod	A-07	ASC	0
2020-04	Ashdod	A-07	ASC	0
2020-05	Ashdod	A-07	ASC	0
2020-06	Ashdod	A-07	ASC	0
2020-07	Ashdod	A-07	ASC	0
2020-08	Ashdod	A-07	ASC	0
2020-09	Ashdod	A-07	ASC	0
2020-10	Ashdod	A-07	ASC	0
2020-11	Ashdod	A-07	ASC	0
2020-12	Ashdod	A-07	ASC	0
2021-01	Ashdod	A-07	ASC	0
2021-02	Ashdod	A-07	ASC	0
2021-03	Ashdod	A-07	ASC	0
2021-04	Ashdod	A-07	ASC	0
2021-05	Ashdod	A-07	ASC	0
2021-06	Ashdod	A-07	ASC	0
2021-07	Ashdod	A-07	ASC	0
2021-08	Ashdod	A-07	ASC	0
2021-09	Ashdod	A-07	ASC	0
2021-10	Ashdod	A-07	ASC	0
2021-11	Ashdod	A-07	ASC	1
2021-12	Ashdod	A-07	ASC	1
2022-01	Ashdod	A-07	ASC	1
2022-02	Ashdod	A-07	ASC	1
2022-03	Ashdod	A-07	ASC	1
2022-04	Ashdod	A-07	ASC	1
2022-05	Ashdod	A-07	ASC	1
2022-06	Ashdod	A-07	ASC	1
2022-07	Ashdod	A-07	ASC	1
2022-08	Ashdod	A-07	ASC	1
2022-09	Ashdod	A-07	ASC	1
2022-10	Ashdod	A-07	ASC	1
2022-11	Ashdod	A-07	ASC	1
2022-12	Ashdod	A-07	ASC	1
2023-01	Ashdod	A-07	ASC	1
2023-02	Ashdod	A-07	ASC	1
2023-03	Ashdod	A-07	ASC	1
2023-04	Ashdod	A-07	ASC	1
2023-05	Ashdod	A-07	ASC	1
2023-06	Ashdod	A-07	ASC	1
2023-07	Ashdod	A-07	ASC	1
2023-08	Ashdod	A-07	ASC	1
2023-09	Ashdod	A-07	ASC	1
2023-10	Ashdod	A-07	ASC	1
2023-11	Ashdod	A-07	ASC	1
2023-12	Ashdod	A-07	ASC	1
2024-01	Ashdod	A-07	ASC	1
2024-02	Ashdod	A-07	ASC	1
2024-03	Ashdod	A-07	ASC	1
2024-04	Ashdod	A-07	ASC	1
2024-05	Ashdod	A-07	ASC	1
2024-06	Ashdod	A-07	ASC	1
2024-07	Ashdod	A-07	ASC	1
2024-08	Ashdod	A-07	ASC	1
2024-09	Ashdod	A-07	ASC	1
2024-10	Ashdod	A-07	ASC	1
2024-11	Ashdod	A-07	ASC	1
2024-12	Ashdod	A-07	ASC	1
2018-01	Ashdod	A-08	ASC	0
2018-02	Ashdod	A-08	ASC	0
2018-03	Ashdod	A-08	ASC	0
2018-04	Ashdod	A-08	ASC	0
2018-05	Ashdod	A-08	ASC	0
2018-06	Ashdod	A-08	ASC	0
2018-07	Ashdod	A-08	ASC	0
2018-08	Ashdod	A-08	ASC	0
2018-09	Ashdod	A-08	ASC	0
2018-10	Ashdod	A-08	ASC	0
2018-11	Ashdod	A-08	ASC	0
2018-12	Ashdod	A-08	ASC	0
2019-01	Ashdod	A-08	ASC	0
2019-02	Ashdod	A-08	ASC	0
2019-03	Ashdod	A-08	ASC	0
2019-04	Ashdod	A-08	ASC	0
2019-05	Ashdod	A-08	ASC	0
2019-06	Ashdod	A-08	ASC	0
2019-07	Ashdod	A-08	ASC	0
2019-08	Ashdod	A-08	ASC	0
2019-09	Ashdod	A-08	ASC	0
2019-10	Ashdod	A-08	ASC	0
2019-11	Ashdod	A-08	ASC	0
2019-12	Ashdod	A-08	ASC	0
2020-01	Ashdod	A-08	ASC	0
2020-02	Ashdod	A-08	ASC	0
2020-03	Ashdod	A-08	ASC	0
2020-04	Ashdod	A-08	ASC	0
2020-05	Ashdod	A-08	ASC	0
2020-06	Ashdod	A-08	ASC	0
2020-07	Ashdod	A-08	ASC	0
2020-08	Ashdod	A-08	ASC	0
2020-09	Ashdod	A-08	ASC	0
2020-10	Ashdod	A-08	ASC	0
2020-11	Ashdod	A-08	ASC	0
2020-12	Ashdod	A-08	ASC	0
2021-01	Ashdod	A-08	ASC	0
2021-02	Ashdod	A-08	ASC	0
2021-03	Ashdod	A-08	ASC	0
2021-04	Ashdod	A-08	ASC	0
2021-05	Ashdod	A-08	ASC	0
2021-06	Ashdod	A-08	ASC	0
2021-07	Ashdod	A-08	ASC	0
2021-08	Ashdod	A-08	ASC	0
2021-09	Ashdod	A-08	ASC	0
2021-10	Ashdod	A-08	ASC	0
2021-11	Ashdod	A-08	ASC	1
2021-12	Ashdod	A-08	ASC	1
2022-01	Ashdod	A-08	ASC	1
2022-02	Ashdod	A-08	ASC	1
2022-03	Ashdod	A-08	ASC	1
2022-04	Ashdod	A-08	ASC	1
2022-05	Ashdod	A-08	ASC	1
2022-06	Ashdod	A-08	ASC	1
2022-07	Ashdod	A-08	ASC	1
2022-08	Ashdod	A-08	ASC	1
2022-09	Ashdod	A-08	ASC	1
2022-10	Ashdod	A-08	ASC	1
2022-11	Ashdod	A-08	ASC	1
2022-12	Ashdod	A-08	ASC	1
2023-01	Ashdod	A-08	ASC	1
2023-02	Ashdod	A-08	ASC	1
2023-03	Ashdod	A-08	ASC	1
2023-04	Ashdod	A-08	ASC	1
2023-05	Ashdod	A-08	ASC	1
2023-06	Ashdod	A-08	ASC	1
2023-07	Ashdod	A-08	ASC	1
2023-08	Ashdod	A-08	ASC	1
2023-09	Ashdod	A-08	ASC	1
2023-10	Ashdod	A-08	ASC	1
2023-11	Ashdod	A-08	ASC	1
2023-12	Ashdod	A-08	ASC	1
2024-01	Ashdod	A-08	ASC	1
2024-02	Ashdod	A-08	ASC	1
2024-03	Ashdod	A-08	ASC	1
2024-04	Ashdod	A-08	ASC	1
2024-05	Ashdod	A-08	ASC	1
2024-06	Ashdod	A-08	ASC	1
2024-07	Ashdod	A-08	ASC	1
2024-08	Ashdod	A-08	ASC	1
2024-09	Ashdod	A-08	ASC	1
2024-10	Ashdod	A-08	ASC	1
2024-11	Ashdod	A-08	ASC	1
2024-12	Ashdod	A-08	ASC	1
2018-01	Ashdod	A-09	ASC	0
2018-02	Ashdod	A-09	ASC	0
2018-03	Ashdod	A-09	ASC	0
2018-04	Ashdod	A-09	ASC	0
2018-05	Ashdod	A-09	ASC	0
2018-06	Ashdod	A-09	ASC	0
2018-07	Ashdod	A-09	ASC	0
2018-08	Ashdod	A-09	ASC	0
2018-09	Ashdod	A-09	ASC	0
2018-10	Ashdod	A-09	ASC	0
2018-11	Ashdod	A-09	ASC	0
2018-12	Ashdod	A-09	ASC	0
2019-01	Ashdod	A-09	ASC	0
2019-02	Ashdod	A-09	ASC	0
2019-03	Ashdod	A-09	ASC	0
2019-04	Ashdod	A-09	ASC	0
2019-05	Ashdod	A-09	ASC	0
2019-06	Ashdod	A-09	ASC	0
2019-07	Ashdod	A-09	ASC	0
2019-08	Ashdod	A-09	ASC	0
2019-09	Ashdod	A-09	ASC	0
2019-10	Ashdod	A-09	ASC	0
2019-11	Ashdod	A-09	ASC	0
2019-12	Ashdod	A-09	ASC	0
2020-01	Ashdod	A-09	ASC	0
2020-02	Ashdod	A-09	ASC	0
2020-03	Ashdod	A-09	ASC	0
2020-04	Ashdod	A-09	ASC	0
2020-05	Ashdod	A-09	ASC	0
2020-06	Ashdod	A-09	ASC	0
2020-07	Ashdod	A-09	ASC	0
2020-08	Ashdod	A-09	ASC	0
2020-09	Ashdod	A-09	ASC	0
2020-10	Ashdod	A-09	ASC	0
2020-11	Ashdod	A-09	ASC	0
2020-12	Ashdod	A-09	ASC	0
2021-01	Ashdod	A-09	ASC	0
2021-02	Ashdod	A-09	ASC	0
2021-03	Ashdod	A-09	ASC	0
2021-04	Ashdod	A-09	ASC	0
2021-05	Ashdod	A-09	ASC	0
2021-06	Ashdod	A-09	ASC	0
2021-07	Ashdod	A-09	ASC	0
2021-08	Ashdod	A-09	ASC	0
2021-09	Ashdod	A-09	ASC	0
2021-10	Ashdod	A-09	ASC	0
2021-11	Ashdod	A-09	ASC	1
2021-12	Ashdod	A-09	ASC	1
2022-01	Ashdod	A-09	ASC	1
2022-02	Ashdod	A-09	ASC	1
2022-03	Ashdod	A-09	ASC	1
2022-04	Ashdod	A-09	ASC	1
2022-05	Ashdod	A-09	ASC	1
2022-06	Ashdod	A-09	ASC	1
2022-07	Ashdod	A-09	ASC	1
2022-08	Ashdod	A-09	ASC	1
2022-09	Ashdod	A-09	ASC	1
2022-10	Ashdod	A-09	ASC	1
2022-11	Ashdod	A-09	ASC	1
2022-12	Ashdod	A-09	ASC	1
2023-01	Ashdod	A-09	ASC	1
2023-02	Ashdod	A-09	ASC	1
2023-03	Ashdod	A-09	ASC	1
2023-04	Ashdod	A-09	ASC	1
2023-05	Ashdod	A-09	ASC	1
2023-06	Ashdod	A-09	ASC	1
2023-07	Ashdod	A-09	ASC	1
2023-08	Ashdod	A-09	ASC	1
2023-09	Ashdod	A-09	ASC	1
2023-10	Ashdod	A-09	ASC	1
2023-11	Ashdod	A-09	ASC	1
2023-12	Ashdod	A-09	ASC	1
2024-01	Ashdod	A-09	ASC	1
2024-02	Ashdod	A-09	ASC	1
2024-03	Ashdod	A-09	ASC	1
2024-04	Ashdod	A-09	ASC	1
2024-05	Ashdod	A-09	ASC	1
2024-06	Ashdod	A-09	ASC	1
2024-07	Ashdod	A-09	ASC	1
2024-08	Ashdod	A-09	ASC	1
2024-09	Ashdod	A-09	ASC	1
2024-10	Ashdod	A-09	ASC	1
2024-11	Ashdod	A-09	ASC	1
2024-12	Ashdod	A-09	ASC	1
2018-01	Ashdod	A-10	ASC	0
2018-02	Ashdod	A-10	ASC	0
2018-03	Ashdod	A-10	ASC	0
2018-04	Ashdod	A-10	ASC	0
2018-05	Ashdod	A-10	ASC	0
2018-06	Ashdod	A-10	ASC	0
2018-07	Ashdod	A-10	ASC	0
2018-08	Ashdod	A-10	ASC	0
2018-09	Ashdod	A-10	ASC	0
2018-10	Ashdod	A-10	ASC	0
2018-11	Ashdod	A-10	ASC	0
2018-12	Ashdod	A-10	ASC	0
2019-01	Ashdod	A-10	ASC	0
2019-02	Ashdod	A-10	ASC	0
2019-03	Ashdod	A-10	ASC	0
2019-04	Ashdod	A-10	ASC	0
2019-05	Ashdod	A-10	ASC	0
2019-06	Ashdod	A-10	ASC	0
2019-07	Ashdod	A-10	ASC	0
2019-08	Ashdod	A-10	ASC	0
2019-09	Ashdod	A-10	ASC	0
2019-10	Ashdod	A-10	ASC	0
2019-11	Ashdod	A-10	ASC	0
2019-12	Ashdod	A-10	ASC	0
2020-01	Ashdod	A-10	ASC	0
2020-02	Ashdod	A-10	ASC	0
2020-03	Ashdod	A-10	ASC	0
2020-04	Ashdod	A-10	ASC	0
2020-05	Ashdod	A-10	ASC	0
2020-06	Ashdod	A-10	ASC	0
2020-07	Ashdod	A-10	ASC	0
2020-08	Ashdod	A-10	ASC	0
2020-09	Ashdod	A-10	ASC	0
2020-10	Ashdod	A-10	ASC	0
2020-11	Ashdod	A-10	ASC	0
2020-12	Ashdod	A-10	ASC	0
2021-01	Ashdod	A-10	ASC	0
2021-02	Ashdod	A-10	ASC	0
2021-03	Ashdod	A-10	ASC	0
2021-04	Ashdod	A-10	ASC	0
2021-05	Ashdod	A-10	ASC	0
2021-06	Ashdod	A-10	ASC	0
2021-07	Ashdod	A-10	ASC	0
2021-08	Ashdod	A-10	ASC	0
2021-09	Ashdod	A-10	ASC	0
2021-10	Ashdod	A-10	ASC	0
2021-11	Ashdod	A-10	ASC	1
2021-12	Ashdod	A-10	ASC	1
2022-01	Ashdod	A-10	ASC	1
2022-02	Ashdod	A-10	ASC	1
2022-03	Ashdod	A-10	ASC	1
2022-04	Ashdod	A-10	ASC	1
2022-05	Ashdod	A-10	ASC	1
2022-06	Ashdod	A-10	ASC	1
2022-07	Ashdod	A-10	ASC	1
2022-08	Ashdod	A-10	ASC	1
2022-09	Ashdod	A-10	ASC	1
2022-10	Ashdod	A-10	ASC	1
2022-11	Ashdod	A-10	ASC	1
2022-12	Ashdod	A-10	ASC	1
2023-01	Ashdod	A-10	ASC	1
2023-02	Ashdod	A-10	ASC	1
2023-03	Ashdod	A-10	ASC	1
2023-04	Ashdod	A-10	ASC	1
2023-05	Ashdod	A-10	ASC	1
2023-06	Ashdod	A-10	ASC	1
2023-07	Ashdod	A-10	ASC	1
2023-08	Ashdod	A-10	ASC	1
2023-09	Ashdod	A-10	ASC	1
2023-10	Ashdod	A-10	ASC	1
2023-11	Ashdod	A-10	ASC	1
2023-12	Ashdod	A-10	ASC	1
2024-01	Ashdod	A-10	ASC	1
2024-02	Ashdod	A-10	ASC	1
2024-03	Ashdod	A-10	ASC	1
2024-04	Ashdod	A-10	ASC	1
2024-05	Ashdod	A-10	ASC	1
2024-06	Ashdod	A-10	ASC	1
2024-07	Ashdod	A-10	ASC	1
2024-08	Ashdod	A-10	ASC	1
2024-09	Ashdod	A-10	ASC	1
2024-10	Ashdod	A-10	ASC	1
2024-11	Ashdod	A-10	ASC	1
2024-12	Ashdod	A-10	ASC	1
2018-01	Ashdod	A-11	ASC	0
2018-02	Ashdod	A-11	ASC	0
2018-03	Ashdod	A-11	ASC	0
2018-04	Ashdod	A-11	ASC	0
2018-05	Ashdod	A-11	ASC	0
2018-06	Ashdod	A-11	ASC	0
2018-07	Ashdod	A-11	ASC	0
2018-08	Ashdod	A-11	ASC	0
2018-09	Ashdod	A-11	ASC	0
2018-10	Ashdod	A-11	ASC	0
2018-11	Ashdod	A-11	ASC	0
2018-12	Ashdod	A-11	ASC	0
2019-01	Ashdod	A-11	ASC	0
2019-02	Ashdod	A-11	ASC	0
2019-03	Ashdod	A-11	ASC	0
2019-04	Ashdod	A-11	ASC	0
2019-05	Ashdod	A-11	ASC	0
2019-06	Ashdod	A-11	ASC	0
2019-07	Ashdod	A-11	ASC	0
2019-08	Ashdod	A-11	ASC	0
2019-09	Ashdod	A-11	ASC	0
2019-10	Ashdod	A-11	ASC	0
2019-11	Ashdod	A-11	ASC	0
2019-12	Ashdod	A-11	ASC	0
2020-01	Ashdod	A-11	ASC	0
2020-02	Ashdod	A-11	ASC	0
2020-03	Ashdod	A-11	ASC	0
2020-04	Ashdod	A-11	ASC	0
2020-05	Ashdod	A-11	ASC	0
2020-06	Ashdod	A-11	ASC	0
2020-07	Ashdod	A-11	ASC	0
2020-08	Ashdod	A-11	ASC	0
2020-09	Ashdod	A-11	ASC	0
2020-10	Ashdod	A-11	ASC	0
2020-11	Ashdod	A-11	ASC	0
2020-12	Ashdod	A-11	ASC	0
2021-01	Ashdod	A-11	ASC	0
2021-02	Ashdod	A-11	ASC	0
2021-03	Ashdod	A-11	ASC	0
2021-04	Ashdod	A-11	ASC	0
2021-05	Ashdod	A-11	ASC	0
2021-06	Ashdod	A-11	ASC	0
2021-07	Ashdod	A-11	ASC	0
2021-08	Ashdod	A-11	ASC	0
2021-09	Ashdod	A-11	ASC	0
2021-10	Ashdod	A-11	ASC	0
2021-11	Ashdod	A-11	ASC	1
2021-12	Ashdod	A-11	ASC	1
2022-01	Ashdod	A-11	ASC	1
2022-02	Ashdod	A-11	ASC	1
2022-03	Ashdod	A-11	ASC	1
2022-04	Ashdod	A-11	ASC	1
2022-05	Ashdod	A-11	ASC	1
2022-06	Ashdod	A-11	ASC	1
2022-07	Ashdod	A-11	ASC	1
2022-08	Ashdod	A-11	ASC	1
2022-09	Ashdod	A-11	ASC	1
2022-10	Ashdod	A-11	ASC	1
2022-11	Ashdod	A-11	ASC	1
2022-12	Ashdod	A-11	ASC	1
2023-01	Ashdod	A-11	ASC	1
2023-02	Ashdod	A-11	ASC	1
2023-03	Ashdod	A-11	ASC	1
2023-04	Ashdod	A-11	ASC	1
2023-05	Ashdod	A-11	ASC	1
2023-06	Ashdod	A-11	ASC	1
2023-07	Ashdod	A-11	ASC	1
2023-08	Ashdod	A-11	ASC	1
2023-09	Ashdod	A-11	ASC	1
2023-10	Ashdod	A-11	ASC	1
2023-11	Ashdod	A-11	ASC	1
2023-12	Ashdod	A-11	ASC	1
2024-01	Ashdod	A-11	ASC	1
2024-02	Ashdod	A-11	ASC	1
2024-03	Ashdod	A-11	ASC	1
2024-04	Ashdod	A-11	ASC	1
2024-05	Ashdod	A-11	ASC	1
2024-06	Ashdod	A-11	ASC	1
2024-07	Ashdod	A-11	ASC	1
2024-08	Ashdod	A-11	ASC	1
2024-09	Ashdod	A-11	ASC	1
2024-10	Ashdod	A-11	ASC	1
2024-11	Ashdod	A-11	ASC	1
2024-12	Ashdod	A-11	ASC	1
2018-01	Ashdod	A-12	ASC	0
2018-02	Ashdod	A-12	ASC	0
2018-03	Ashdod	A-12	ASC	0
2018-04	Ashdod	A-12	ASC	0
2018-05	Ashdod	A-12	ASC	0
2018-06	Ashdod	A-12	ASC	0
2018-07	Ashdod	A-12	ASC	0
2018-08	Ashdod	A-12	ASC	0
2018-09	Ashdod	A-12	ASC	0
2018-10	Ashdod	A-12	ASC	0
2018-11	Ashdod	A-12	ASC	0
2018-12	Ashdod	A-12	ASC	0
2019-01	Ashdod	A-12	ASC	0
2019-02	Ashdod	A-12	ASC	0
2019-03	Ashdod	A-12	ASC	0
2019-04	Ashdod	A-12	ASC	0
2019-05	Ashdod	A-12	ASC	0
2019-06	Ashdod	A-12	ASC	0
2019-07	Ashdod	A-12	ASC	0
2019-08	Ashdod	A-12	ASC	0
2019-09	Ashdod	A-12	ASC	0
2019-10	Ashdod	A-12	ASC	0
2019-11	Ashdod	A-12	ASC	0
2019-12	Ashdod	A-12	ASC	0
2020-01	Ashdod	A-12	ASC	0
2020-02	Ashdod	A-12	ASC	0
2020-03	Ashdod	A-12	ASC	0
2020-04	Ashdod	A-12	ASC	0
2020-05	Ashdod	A-12	ASC	0
2020-06	Ashdod	A-12	ASC	0
2020-07	Ashdod	A-12	ASC	0
2020-08	Ashdod	A-12	ASC	0
2020-09	Ashdod	A-12	ASC	0
2020-10	Ashdod	A-12	ASC	0
2020-11	Ashdod	A-12	ASC	0
2020-12	Ashdod	A-12	ASC	0
2021-01	Ashdod	A-12	ASC	0
2021-02	Ashdod	A-12	ASC	0
2021-03	Ashdod	A-12	ASC	0
2021-04	Ashdod	A-12	ASC	0
2021-05	Ashdod	A-12	ASC	0
2021-06	Ashdod	A-12	ASC	0
2021-07	Ashdod	A-12	ASC	0
2021-08	Ashdod	A-12	ASC	0
2021-09	Ashdod	A-12	ASC	0
2021-10	Ashdod	A-12	ASC	0
2021-11	Ashdod	A-12	ASC	1
2021-12	Ashdod	A-12	ASC	1
2022-01	Ashdod	A-12	ASC	1
2022-02	Ashdod	A-12	ASC	1
2022-03	Ashdod	A-12	ASC	1
2022-04	Ashdod	A-12	ASC	1
2022-05	Ashdod	A-12	ASC	1
2022-06	Ashdod	A-12	ASC	1
2022-07	Ashdod	A-12	ASC	1
2022-08	Ashdod	A-12	ASC	1
2022-09	Ashdod	A-12	ASC	1
2022-10	Ashdod	A-12	ASC	1
2022-11	Ashdod	A-12	ASC	1
2022-12	Ashdod	A-12	ASC	1
2023-01	Ashdod	A-12	ASC	1
2023-02	Ashdod	A-12	ASC	1
2023-03	Ashdod	A-12	ASC	1
2023-04	Ashdod	A-12	ASC	1
2023-05	Ashdod	A-12	ASC	1
2023-06	Ashdod	A-12	ASC	1
2023-07	Ashdod	A-12	ASC	1
2023-08	Ashdod	A-12	ASC	1
2023-09	Ashdod	A-12	ASC	1
2023-10	Ashdod	A-12	ASC	1
2023-11	Ashdod	A-12	ASC	1
2023-12	Ashdod	A-12	ASC	1
2024-01	Ashdod	A-12	ASC	1
2024-02	Ashdod	A-12	ASC	1
2024-03	Ashdod	A-12	ASC	1
2024-04	Ashdod	A-12	ASC	1
2024-05	Ashdod	A-12	ASC	1
2024-06	Ashdod	A-12	ASC	1
2024-07	Ashdod	A-12	ASC	1
2024-08	Ashdod	A-12	ASC	1
2024-09	Ashdod	A-12	ASC	1
2024-10	Ashdod	A-12	ASC	1
2024-11	Ashdod	A-12	ASC	1
2024-12	Ashdod	A-12	ASC	1
2018-01	Ashdod	A-13	ASC	0
2018-02	Ashdod	A-13	ASC	0
2018-03	Ashdod	A-13	ASC	0
2018-04	Ashdod	A-13	ASC	0
2018-05	Ashdod	A-13	ASC	0
2018-06	Ashdod	A-13	ASC	0
2018-07	Ashdod	A-13	ASC	0
2018-08	Ashdod	A-13	ASC	0
2018-09	Ashdod	A-13	ASC	0
2018-10	Ashdod	A-13	ASC	0
2018-11	Ashdod	A-13	ASC	0
2018-12	Ashdod	A-13	ASC	0
2019-01	Ashdod	A-13	ASC	0
2019-02	Ashdod	A-13	ASC	0
2019-03	Ashdod	A-13	ASC	0
2019-04	Ashdod	A-13	ASC	0
2019-05	Ashdod	A-13	ASC	0
2019-06	Ashdod	A-13	ASC	0
2019-07	Ashdod	A-13	ASC	0
2019-08	Ashdod	A-13	ASC	0
2019-09	Ashdod	A-13	ASC	0
2019-10	Ashdod	A-13	ASC	0
2019-11	Ashdod	A-13	ASC	0
2019-12	Ashdod	A-13	ASC	0
2020-01	Ashdod	A-13	ASC	0
2020-02	Ashdod	A-13	ASC	0
2020-03	Ashdod	A-13	ASC	0
2020-04	Ashdod	A-13	ASC	0
2020-05	Ashdod	A-13	ASC	0
2020-06	Ashdod	A-13	ASC	0
2020-07	Ashdod	A-13	ASC	0
2020-08	Ashdod	A-13	ASC	0
2020-09	Ashdod	A-13	ASC	0
2020-10	Ashdod	A-13	ASC	0
2020-11	Ashdod	A-13	ASC	0
2020-12	Ashdod	A-13	ASC	0
2021-01	Ashdod	A-13	ASC	0
2021-02	Ashdod	A-13	ASC	0
2021-03	Ashdod	A-13	ASC	0
2021-04	Ashdod	A-13	ASC	0
2021-05	Ashdod	A-13	ASC	0
2021-06	Ashdod	A-13	ASC	0
2021-07	Ashdod	A-13	ASC	0
2021-08	Ashdod	A-13	ASC	0
2021-09	Ashdod	A-13	ASC	0
2021-10	Ashdod	A-13	ASC	0
2021-11	Ashdod	A-13	ASC	1
2021-12	Ashdod	A-13	ASC	1
2022-01	Ashdod	A-13	ASC	1
2022-02	Ashdod	A-13	ASC	1
2022-03	Ashdod	A-13	ASC	1
2022-04	Ashdod	A-13	ASC	1
2022-05	Ashdod	A-13	ASC	1
2022-06	Ashdod	A-13	ASC	1
2022-07	Ashdod	A-13	ASC	1
2022-08	Ashdod	A-13	ASC	1
2022-09	Ashdod	A-13	ASC	1
2022-10	Ashdod	A-13	ASC	1
2022-11	Ashdod	A-13	ASC	1
2022-12	Ashdod	A-13	ASC	1
2023-01	Ashdod	A-13	ASC	1
2023-02	Ashdod	A-13	ASC	1
2023-03	Ashdod	A-13	ASC	1
2023-04	Ashdod	A-13	ASC	1
2023-05	Ashdod	A-13	ASC	1
2023-06	Ashdod	A-13	ASC	1
2023-07	Ashdod	A-13	ASC	1
2023-08	Ashdod	A-13	ASC	1
2023-09	Ashdod	A-13	ASC	1
2023-10	Ashdod	A-13	ASC	1
2023-11	Ashdod	A-13	ASC	1
2023-12	Ashdod	A-13	ASC	1
2024-01	Ashdod	A-13	ASC	1
2024-02	Ashdod	A-13	ASC	1
2024-03	Ashdod	A-13	ASC	1
2024-04	Ashdod	A-13	ASC	1
2024-05	Ashdod	A-13	ASC	1
2024-06	Ashdod	A-13	ASC	1
2024-07	Ashdod	A-13	ASC	1
2024-08	Ashdod	A-13	ASC	1
2024-09	Ashdod	A-13	ASC	1
2024-10	Ashdod	A-13	ASC	1
2024-11	Ashdod	A-13	ASC	1
2024-12	Ashdod	A-13	ASC	1
2018-01	Ashdod	A-14	ASC	0
2018-02	Ashdod	A-14	ASC	0
2018-03	Ashdod	A-14	ASC	0
2018-04	Ashdod	A-14	ASC	0
2018-05	Ashdod	A-14	ASC	0
2018-06	Ashdod	A-14	ASC	0
2018-07	Ashdod	A-14	ASC	0
2018-08	Ashdod	A-14	ASC	0
2018-09	Ashdod	A-14	ASC	0
2018-10	Ashdod	A-14	ASC	0
2018-11	Ashdod	A-14	ASC	0
2018-12	Ashdod	A-14	ASC	0
2019-01	Ashdod	A-14	ASC	0
2019-02	Ashdod	A-14	ASC	0
2019-03	Ashdod	A-14	ASC	0
2019-04	Ashdod	A-14	ASC	0
2019-05	Ashdod	A-14	ASC	0
2019-06	Ashdod	A-14	ASC	0
2019-07	Ashdod	A-14	ASC	0
2019-08	Ashdod	A-14	ASC	0
2019-09	Ashdod	A-14	ASC	0
2019-10	Ashdod	A-14	ASC	0
2019-11	Ashdod	A-14	ASC	0
